t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
5.250,810.74,2887.51,1290.27,13.2,REFRACTORY,open,
5.298,782.80,2947.52,1318.07,13.4,REFRACTORY,open,
5.346,779.53,2985.44,1365.64,12.8,REFRACTORY,open,
5.392,754.53,3038.56,1436.42,11.8,REFRACTORY,open,
5.438,748.25,3068.89,1454.18,14.0,REFRACTORY,open,
5.488,724.83,3101.25,1470.26,12.9,REFRACTORY,open,
5.532,716.18,3089.81,1460.75,13.5,REFRACTORY,open,
5.581,692.03,3074.92,1443.74,13.4,REFRACTORY,open,
5.625,685.50,3058.70,1410.45,14.9,REFRACTORY,open,
5.671,670.00,3039.62,1385.93,16.9,REFRACTORY,open,
5.717,660.49,3018.31,1363.99,13.0,REFRACTORY,open,
5.766,647.36,3004.84,1358.84,12.3,REFRACTORY,open,
5.813,628.88,2986.97,1353.23,13.4,REFRACTORY,open,
5.858,629.61,2963.17,1308.12,18.2,REFRACTORY,open,
5.909,608.90,2952.68,1312.20,16.4,IDLE,open,
5.951,611.19,2946.57,1260.71,19.7,IDLE,open,
5.999,601.45,2945.72,1188.09,24.7,IDLE,open,
6.045,606.11,2899.82,1134.04,27.4,IDLE,open,
6.094,593.19,2852.96,1103.84,32.3,IDLE,open,
6.140,606.37,2819.24,1109.03,34.2,IDLE,open,
6.187,607.80,2774.03,1120.34,40.3,PULSE,open,
6.237,610.70,2748.24,1131.46,43.8,PULSE,open,
6.280,627.35,2723.68,1155.69,47.3,PULSE,open,
6.326,621.70,2715.08,1170.91,48.1,PULSE,open,
6.372,654.07,2710.34,1209.09,48.1,PULSE,open,
6.420,638.37,2706.46,1212.97,48.7,PULSE,open,
6.468,672.61,2695.25,1218.40,48.0,PULSE,open,
6.512,658.34,2681.38,1216.90,46.8,PULSE,open,
6.563,680.78,2662.71,1185.29,43.0,PULSE,open,
6.607,672.24,2641.29,1168.96,40.2,PULSE,open,
6.655,685.66,2619.88,1149.61,37.5,PULSE,open,
6.701,672.49,2606.92,1122.99,33.8,PULSE,open,
6.749,677.02,2596.95,1110.95,30.7,PULSE,open,
6.796,673.86,2572.95,1092.54,25.8,PULSE,open,
6.840,668.92,2559.45,1094.41,23.2,REFRACTORY,open,
6.890,675.18,2551.28,1094.56,20.4,REFRACTORY,open,
6.963,670.28,2551.92,1093.19,18.6,REFRACTORY,open,
6.986,665.37,2555.92,1094.79,18.5,REFRACTORY,open,
7.031,643.45,2557.85,1096.63,18.1,REFRACTORY,open,
7.075,652.86,2559.50,1098.83,19.8,REFRACTORY,open,
7.121,641.08,2560.40,1098.62,21.0,REFRACTORY,open,
7.167,653.21,2558.40,1092.03,24.3,REFRACTORY,open,
7.217,633.08,2567.85,1089.82,27.0,REFRACTORY,open,
7.260,639.56,2577.92,1097.65,30.8,REFRACTORY,open,
7.307,638.74,2590.58,1113.40,36.6,REFRACTORY,open,
7.355,628.26,2606.35,1119.80,36.3,REFRACTORY,open,
7.404,633.17,2626.90,1127.91,38.6,REFRACTORY,open,
7.450,624.86,2641.69,1123.19,39.5,REFRACTORY,open,
7.494,633.90,2664.58,1125.61,40.8,REFRACTORY,open,
7.545,612.56,2686.23,1120.00,40.3,REFRACTORY,open,
7.589,619.19,2704.58,1103.84,39.9,REFRACTORY,open,
7.636,594.43,2720.82,1087.07,37.4,REFRACTORY,open,
7.683,589.14,2726.10,1049.81,30.9,REFRACTORY,open,
7.731,564.14,2700.89,1044.13,25.4,REFRACTORY,open,
7.779,557.99,2689.83,1041.98,20.9,REFRACTORY,open,
7.824,518.17,2688.92,1039.97,16.4,REFRACTORY,open,
7.874,493.23,2689.23,1045.32,12.1,REFRACTORY,open,
7.917,482.79,2717.32,1054.05,11.3,REFRACTORY,open,
7.964,463.01,2755.54,1062.31,11.1,REFRACTORY,open,
8.011,468.34,2778.79,1072.97,13.9,REFRACTORY,open,
8.062,451.34,2875.28,1084.98,15.7,REFRACTORY,open,
8.112,461.87,2900.83,1104.91,20.7,REFRACTORY,open,
8.153,445.47,2913.43,1114.61,23.3,REFRACTORY,open,
8.201,468.55,2904.56,1108.86,25.7,REFRACTORY,open,
8.245,439.91,2892.14,1093.43,27.7,REFRACTORY,open,
8.294,474.23,2878.38,1068.61,31.6,REFRACTORY,open,
8.341,454.83,2866.32,1058.50,33.0,REFRACTORY,open,
8.388,476.34,2858.15,1051.31,34.2,REFRACTORY,open,
8.437,473.49,2848.16,1041.82,36.1,REFRACTORY,open,
8.482,489.79,2839.73,1028.05,36.5,REFRACTORY,open,
8.532,485.36,2828.98,1014.69,35.6,REFRACTORY,open,
8.574,502.84,2823.87,1010.11,35.4,REFRACTORY,open,
8.621,518.18,2815.12,996.57,34.3,REFRACTORY,open,
8.667,508.26,2813.03,996.18,32.8,REFRACTORY,open,
8.714,538.23,2808.81,1003.95,33.3,REFRACTORY,open,
8.775,527.10,2804.05,1036.19,31.7,REFRACTORY,open,
8.822,550.38,2809.50,1057.09,31.2,REFRACTORY,open,
8.868,559.70,2815.42,1069.54,30.8,REFRACTORY,open,
8.915,567.86,2815.24,1063.64,24.5,REFRACTORY,open,
8.964,552.76,2816.40,1063.03,24.0,REFRACTORY,open,
9.006,584.72,2804.22,1063.85,21.0,REFRACTORY,open,
9.042,566.54,2803.59,1060.50,19.6,REFRACTORY,open,
9.103,584.98,2817.82,1051.53,19.9,REFRACTORY,open,
9.139,576.87,2835.69,1047.25,19.6,REFRACTORY,open,
9.194,566.56,2882.51,1042.68,15.9,REFRACTORY,open,
9.240,560.94,2904.65,1043.03,14.0,IDLE,open,
9.289,564.17,2898.20,1047.12,14.6,IDLE,open,
9.333,558.44,2878.64,1052.46,14.0,IDLE,open,
9.380,552.33,2865.74,1065.70,11.7,IDLE,open,
9.428,568.16,2848.79,1080.02,11.4,IDLE,open,
9.475,545.82,2826.03,1089.93,11.2,IDLE,open,
9.522,567.34,2805.89,1099.60,11.8,IDLE,open,
9.567,546.82,2788.25,1108.82,10.5,IDLE,open,
9.616,554.45,2769.19,1123.01,8.3,IDLE,open,
9.659,544.41,2750.08,1134.40,10.4,IDLE,open,
9.706,560.96,2737.04,1193.55,10.4,IDLE,open,
9.754,546.60,2727.08,1227.07,12.0,IDLE,open,
9.802,573.00,2720.23,1284.28,12.6,IDLE,open,
9.848,606.08,2712.60,1290.77,15.1,IDLE,open,
9.894,593.04,2705.44,1287.01,17.5,IDLE,open,
9.943,610.99,2709.17,1275.62,21.4,IDLE,open,
9.986,599.27,2709.15,1269.46,21.9,IDLE,open,
10.032,620.03,2717.36,1232.09,23.4,IDLE,open,
10.078,613.44,2749.20,1189.21,24.4,IDLE,open,
10.131,617.04,2778.86,1151.72,27.0,IDLE,open,
10.174,612.36,2822.47,1128.46,27.1,IDLE,open,
10.219,611.76,2857.47,1125.25,26.4,IDLE,open,
10.270,599.44,2939.13,1109.81,28.5,IDLE,open,
10.313,597.65,2973.68,1090.70,27.9,IDLE,open,
10.361,592.60,2995.82,1087.06,27.1,IDLE,open,
10.406,578.74,3016.91,1083.75,24.2,IDLE,open,
10.456,571.88,3011.55,1088.09,25.8,IDLE,open,
10.502,551.30,2986.55,1097.51,22.0,IDLE,open,
10.548,539.66,2955.33,1092.75,19.6,IDLE,open,
10.597,529.96,2940.15,1102.92,19.2,IDLE,open,
10.640,509.38,2922.24,1114.36,17.5,IDLE,open,
10.687,487.49,2905.46,1119.76,15.8,IDLE,open,
10.735,461.47,2888.69,1135.01,14.3,IDLE,open,
10.783,454.95,2873.60,1149.50,11.6,IDLE,open,
10.829,436.61,2857.73,1147.12,11.4,IDLE,open,
10.875,444.13,2843.55,1197.00,11.3,IDLE,open,
10.923,424.93,2832.36,1221.85,11.1,IDLE,open,
10.967,434.55,2834.17,1247.12,11.2,IDLE,open,
11.013,418.64,2829.99,1270.98,10.6,IDLE,open,
11.060,423.33,2829.80,1295.52,11.2,IDLE,open,
11.110,414.51,2826.32,1310.22,8.7,IDLE,open,
11.151,409.15,2824.41,1339.61,10.0,IDLE,open,
11.199,409.39,2823.74,1381.50,8.3,IDLE,open,
11.250,393.90,2824.60,1396.93,9.8,IDLE,open,
11.292,609.49,2942.25,1590.50,127.5,PULSE,open,
11.357,806.78,3558.42,2164.28,457.1,PULSE,open,
11.395,816.40,2601.45,2262.90,256.7,PULSE,open,
11.445,958.58,2247.55,2398.75,185.7,PULSE,open,
11.493,838.05,1579.33,1550.75,75.6,PULSE,open,
11.540,1012.47,1287.91,1111.19,57.2,PULSE,open,
11.587,778.80,1128.21,1064.10,26.5,PULSE,open,
11.632,1071.28,1150.47,1198.12,55.9,PULSE,open,
11.682,778.12,1257.15,1122.93,67.4,PULSE,open,
11.725,1127.20,1342.76,1170.66,102.3,PULSE,open,
11.772,893.69,1435.49,1188.82,80.2,PULSE,open,
11.819,1235.94,1709.34,1276.69,209.2,PULSE,open,
11.866,1177.51,1951.55,1455.80,253.1,PULSE,open,
11.952,1595.68,2441.10,1845.87,317.4,PULSE,open,
12.014,1684.44,2680.01,2113.45,258.0,PULSE,open,
12.042,1896.83,1959.54,2348.90,214.3,PULSE,open,
12.104,1648.31,1523.07,2270.27,129.3,PULSE,open,
12.144,1973.36,999.76,1895.28,84.9,PULSE,open,
12.198,1587.39,816.39,1225.01,41.8,PULSE,open,
12.246,1917.85,707.34,1241.82,14.9,REFRACTORY,close,close
12.309,1604.41,888.20,1211.04,7.9,REFRACTORY,close,
12.357,1834.02,850.07,1214.37,11.5,REFRACTORY,close,
12.401,1533.48,702.25,1245.93,17.2,REFRACTORY,close,
12.466,1755.69,978.07,1452.98,18.9,REFRACTORY,close,
12.509,1578.31,855.91,1328.64,19.9,REFRACTORY,close,
12.559,1794.06,837.39,1312.53,15.5,REFRACTORY,close,
12.620,1605.40,1023.35,1549.63,7.8,REFRACTORY,close,
12.668,1688.65,1011.87,1582.40,8.1,REFRACTORY,close,
12.728,1663.92,948.96,1557.43,21.8,REFRACTORY,close,
12.777,1626.90,1001.35,1564.09,41.6,REFRACTORY,close,
12.823,1639.19,1129.91,1539.44,63.0,REFRACTORY,close,
12.869,1802.49,1076.77,1511.61,85.5,REFRACTORY,close,
12.915,1597.23,1052.00,1461.87,107.8,REFRACTORY,close,
12.963,1968.98,1145.19,1548.42,131.7,REFRACTORY,close,
13.012,1711.68,1260.11,1667.64,155.6,REFRACTORY,close,
13.053,2122.70,1281.22,1961.42,168.8,REFRACTORY,close,
13.110,1839.96,1435.70,2065.48,185.1,REFRACTORY,close,
13.147,2232.18,1631.75,2227.48,191.1,REFRACTORY,close,
13.195,2056.23,1779.39,2382.49,197.2,REFRACTORY,close,
13.242,2321.65,1994.62,2441.45,199.2,REFRACTORY,close,
13.289,2306.31,3715.61,3141.79,197.0,REFRACTORY,close,
13.331,2357.37,3497.43,2917.06,194.6,REFRACTORY,close,
13.383,2567.77,3037.49,2647.15,183.8,REFRACTORY,close,
13.430,2476.14,2703.15,2609.02,163.3,REFRACTORY,close,
13.477,2723.87,2354.08,2565.20,131.7,REFRACTORY,close,
13.522,2418.10,2004.00,1857.11,87.3,REFRACTORY,close,
13.568,2784.95,1665.89,1338.32,36.8,REFRACTORY,close,
13.615,2426.18,2405.51,1650.96,25.2,REFRACTORY,close,
13.663,2838.03,2383.54,1649.56,77.0,REFRACTORY,close,
13.706,2634.36,3204.75,2200.48,126.2,REFRACTORY,close,
13.756,2934.63,3281.38,2418.84,166.1,REFRACTORY,close,
13.802,2916.35,3545.05,2701.12,190.3,REFRACTORY,close,
13.848,3063.32,3526.86,2679.67,210.4,REFRACTORY,close,
13.893,3169.30,3468.11,2689.29,212.8,REFRACTORY,close,
13.941,3113.30,3372.73,2523.11,206.9,REFRACTORY,close,
13.989,3390.50,3223.09,2375.93,189.5,REFRACTORY,close,
14.032,3182.92,3123.81,2237.86,180.0,REFRACTORY,close,
14.079,3589.26,2866.59,2166.71,167.5,REFRACTORY,close,
14.126,3252.95,2604.45,2183.01,146.2,REFRACTORY,close,
14.173,3651.79,2467.46,2260.61,131.2,REFRACTORY,close,
14.221,3355.54,2339.62,2403.66,117.6,REFRACTORY,close,
14.269,3664.93,2226.95,2390.83,104.3,REFRACTORY,close,
14.318,3452.06,2128.77,2107.96,88.7,REFRACTORY,close,
14.362,3617.43,2072.53,1888.10,75.9,REFRACTORY,close,
14.408,3601.02,1988.24,1670.11,63.1,REFRACTORY,close,
14.457,3578.08,1951.94,1573.50,56.1,REFRACTORY,close,
14.503,3685.28,1940.65,1529.50,52.3,REFRACTORY,close,
14.549,3521.86,1927.16,1471.19,48.7,REFRACTORY,close,
14.598,3722.55,1902.23,1374.86,41.3,REFRACTORY,close,
14.646,3453.85,1912.14,1322.18,36.1,REFRACTORY,close,
14.689,3812.21,1934.08,1307.05,31.4,REFRACTORY,close,
14.733,3447.30,2109.81,1308.94,29.2,REFRACTORY,close,
14.784,3798.65,2512.91,1546.46,32.6,REFRACTORY,close,
14.830,3503.52,2971.93,1817.65,38.3,REFRACTORY,close,
14.876,3724.26,3390.84,2104.40,41.2,REFRACTORY,close,
14.925,3603.57,3384.98,2396.88,44.3,REFRACTORY,close,
14.973,3674.76,3352.96,2373.56,44.4,REFRACTORY,close,
15.015,3744.58,3288.11,2282.28,43.6,REFRACTORY,close,
15.064,3630.05,3172.46,2165.02,42.9,REFRACTORY,close,
15.112,3829.24,3045.28,2046.33,41.4,REFRACTORY,close,
15.161,3585.52,2892.12,1892.64,43.3,REFRACTORY,close,
15.202,3914.41,2726.61,1748.88,45.1,REFRACTORY,close,
15.252,3623.35,2564.19,1598.95,47.5,REFRACTORY,close,
15.298,4007.81,2375.22,1478.02,47.5,REFRACTORY,close,
15.345,3677.76,2238.22,1348.92,44.5,REFRACTORY,close,
15.391,3569.14,2104.53,1181.25,40.4,REFRACTORY,close,
15.436,3333.37,1974.02,1017.53,31.5,REFRACTORY,close,
15.484,3390.91,1818.88,891.71,25.6,REFRACTORY,close,
15.530,3257.96,1766.20,861.54,18.7,REFRACTORY,close,
15.579,3292.86,1741.56,903.38,14.5,REFRACTORY,close,
15.627,3209.96,2602.37,1453.45,13.0,REFRACTORY,close,
15.671,3255.52,3616.21,2076.53,13.2,REFRACTORY,close,
15.720,3158.26,4462.32,2557.64,9.5,REFRACTORY,close,
15.765,3150.41,4346.96,2510.70,11.6,REFRACTORY,close,
15.812,3135.28,4210.88,2434.79,7.7,IDLE,close,
15.858,3023.47,4042.03,2292.33,8.4,IDLE,close,
15.905,2925.25,3889.14,2140.84,8.8,IDLE,close,
15.954,2794.03,3710.68,1986.07,9.9,IDLE,close,
15.998,2684.49,3568.89,1858.53,13.5,IDLE,close,
16.046,2515.60,3416.32,1725.34,14.7,IDLE,close,
16.092,2485.41,3285.23,1604.01,18.2,IDLE,close,
16.138,2370.02,3167.45,1495.58,19.6,IDLE,close,
16.185,2407.05,3079.24,1419.15,21.5,IDLE,close,
16.234,2336.04,2994.30,1340.12,22.8,IDLE,close,
16.285,2383.98,2929.60,1279.91,23.3,IDLE,close,
16.327,2382.53,2881.53,1247.61,22.2,IDLE,close,
16.375,2424.03,2837.60,1208.89,22.4,IDLE,close,
16.419,2403.72,2799.22,1189.26,20.2,IDLE,close,
16.465,2423.35,2783.30,1168.74,19.9,IDLE,close,
16.511,2406.62,2760.94,1159.49,18.5,IDLE,close,
16.560,2405.11,2737.18,1147.57,19.5,IDLE,close,
16.611,2416.60,2722.84,1147.24,19.9,IDLE,close,
16.652,2388.94,2701.68,1151.30,19.9,IDLE,close,
16.701,2500.42,2702.79,1166.64,20.4,IDLE,close,
16.746,2460.24,2741.38,1171.41,21.5,IDLE,close,
16.792,2496.49,2864.12,1218.14,20.5,IDLE,close,
16.839,2441.70,2934.99,1267.15,20.1,IDLE,close,
16.888,2452.81,2951.20,1288.23,19.5,IDLE,close,
16.970,2358.06,2944.65,1293.52,18.2,IDLE,close,
16.996,2346.65,2942.03,1280.88,16.9,IDLE,close,
17.032,2282.19,2921.62,1295.35,18.1,IDLE,close,
17.077,2224.58,2933.76,1291.66,19.1,IDLE,close,
17.122,2160.88,2980.07,1287.72,19.7,IDLE,close,
17.172,2054.38,2995.93,1286.34,17.0,IDLE,close,
17.221,2005.09,2982.51,1277.81,17.3,IDLE,close,
17.265,1865.49,2970.11,1273.47,16.0,IDLE,close,
17.312,1828.17,2952.16,1266.39,15.6,IDLE,close,
17.359,1700.35,2923.48,1268.10,16.1,IDLE,close,
17.406,1656.37,2910.86,1275.62,15.3,IDLE,close,
17.452,1558.21,2891.26,1319.41,16.1,IDLE,close,
17.501,1522.30,2875.22,1385.56,16.7,IDLE,close,
17.548,1442.72,2871.53,1422.16,14.4,IDLE,close,
17.593,1453.07,2884.65,1443.11,15.2,IDLE,close,
17.640,1433.10,2889.23,1458.69,11.4,IDLE,close,
17.687,1425.13,2888.28,1469.29,11.5,IDLE,close,
17.736,1371.52,2881.66,1464.54,12.4,IDLE,close,
17.780,1303.54,2879.15,1465.21,9.2,IDLE,close,
17.827,1234.39,2889.47,1461.89,10.3,IDLE,close,
17.876,1133.25,2897.38,1461.30,10.3,IDLE,close,
17.919,1067.10,2904.12,1452.70,12.1,IDLE,close,
17.966,964.37,2921.77,1441.18,12.3,IDLE,close,
18.013,890.44,2927.94,1437.55,11.8,IDLE,close,
18.061,806.42,2939.68,1438.90,11.9,IDLE,close,
18.104,744.12,2956.72,1442.73,11.9,IDLE,close,
18.153,682.96,2960.89,1418.97,15.1,IDLE,close,
18.201,628.80,2974.10,1428.39,13.9,IDLE,close,
18.245,582.58,2974.41,1435.41,13.6,IDLE,close,
18.291,537.23,2973.34,1436.77,11.3,IDLE,close,
18.342,510.06,2973.47,1444.80,12.1,IDLE,close,
18.387,467.38,2973.67,1455.90,11.2,IDLE,close,
18.433,447.83,2985.89,1463.30,10.3,IDLE,close,
18.482,426.57,2986.66,1466.43,10.0,IDLE,close,
18.530,403.81,2989.33,1471.14,9.5,IDLE,close,
18.573,385.46,2992.13,1459.32,9.0,IDLE,close,
18.621,379.02,2996.64,1464.57,8.9,IDLE,close,
18.667,355.34,3013.64,1474.78,7.4,IDLE,close,
18.727,353.66,3023.15,1482.76,7.4,IDLE,close,
18.761,341.40,3035.41,1491.29,6.2,IDLE,close,
18.823,338.39,3043.73,1499.49,6.9,IDLE,close,
18.857,324.85,3052.38,1520.85,7.1,IDLE,close,
18.917,309.05,3042.11,1529.46,7.5,IDLE,close,
18.977,271.49,3026.67,1538.73,5.9,IDLE,close,
19.011,273.64,3059.97,1541.56,4.7,IDLE,close,
19.075,241.24,3067.57,1542.45,6.7,IDLE,close,
19.134,244.25,3091.76,1574.51,7.0,IDLE,close,
19.180,209.19,3091.37,1576.93,8.7,IDLE,close,
19.227,210.20,3092.18,1584.96,8.4,IDLE,close,
19.261,201.54,3064.86,1591.55,9.8,IDLE,close,
19.310,175.37,3069.70,1591.76,10.8,IDLE,close,
19.358,169.27,3067.53,1537.30,13.7,IDLE,close,
19.405,144.75,3095.76,1529.32,14.2,IDLE,close,
19.450,137.61,3103.65,1540.44,12.4,IDLE,close,
19.497,116.88,3111.56,1564.19,13.0,IDLE,close,
19.545,126.55,3092.39,1550.87,13.3,IDLE,close,
19.595,98.21,3085.57,1578.20,11.1,IDLE,close,
19.639,114.51,3078.29,1582.32,12.5,IDLE,close,
19.686,97.22,3079.62,1579.09,12.9,IDLE,close,
19.733,106.32,3077.54,1577.74,10.9,IDLE,close,
19.778,88.63,3080.06,1572.13,9.7,IDLE,close,
19.824,109.18,3087.95,1568.96,9.9,IDLE,close,
19.873,89.57,3115.28,1580.27,8.1,IDLE,close,
19.920,104.31,3130.25,1591.94,6.9,IDLE,close,
19.965,130.58,3131.80,1595.71,6.3,IDLE,close,
20.015,161.33,3137.33,1602.68,4.8,IDLE,close,
20.063,170.60,3147.61,1610.79,4.5,IDLE,close,
20.107,168.18,3152.50,1620.97,3.8,IDLE,close,
20.153,168.68,3132.98,1618.44,4.3,IDLE,close,
20.199,170.01,3133.40,1638.16,2.4,IDLE,close,
20.248,164.16,3134.16,1662.02,3.5,IDLE,close,
20.292,155.33,3137.11,1670.30,4.5,IDLE,close,
20.341,165.81,3137.46,1687.61,4.4,IDLE,close,
20.389,153.84,3121.82,1694.59,4.6,IDLE,close,
20.435,159.91,3123.57,1703.46,6.5,IDLE,close,
20.481,143.12,3141.56,1711.00,7.9,IDLE,close,
20.531,160.80,3137.26,1716.03,9.2,IDLE,close,
20.576,142.10,3131.97,1714.56,12.2,IDLE,close,
20.621,150.53,3138.93,1719.02,10.7,IDLE,close,
20.670,151.96,3133.49,1706.04,12.5,IDLE,close,
20.715,144.13,3124.65,1700.01,13.3,IDLE,close,
20.760,152.36,3120.44,1694.41,11.7,IDLE,close,
20.808,137.62,3118.65,1675.54,14.1,IDLE,close,
20.855,139.42,3121.10,1667.39,13.5,IDLE,close,
20.916,122.96,3128.22,1644.79,12.1,IDLE,close,
20.965,121.62,3115.83,1652.96,11.7,IDLE,close,
21.012,113.17,3119.17,1646.00,11.6,IDLE,close,
21.075,106.22,3138.89,1629.02,7.9,IDLE,close,
21.119,96.30,3142.82,1627.68,7.9,IDLE,close,
21.164,95.19,3139.12,1640.55,6.8,IDLE,close,
21.213,87.44,3147.15,1642.28,4.7,IDLE,close,
