t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
3.156,256.22,2188.57,1077.93,22.1,IDLE,open,
3.197,285.35,2238.97,1079.03,24.0,IDLE,open,
3.245,270.48,2278.08,1087.02,22.3,IDLE,open,
3.291,294.74,2302.63,1101.48,23.4,IDLE,open,
3.326,284.45,2297.01,1111.98,23.2,IDLE,open,
3.374,294.13,2286.27,1126.83,22.9,IDLE,open,
3.419,305.46,2263.28,1142.02,21.4,IDLE,open,
3.468,300.24,2245.59,1151.34,24.0,IDLE,open,
3.514,320.42,2232.14,1163.42,22.8,IDLE,open,
3.570,304.17,2214.09,1173.96,20.7,IDLE,open,
3.616,322.75,2204.73,1177.57,16.3,IDLE,open,
3.662,284.93,2209.30,1184.32,12.3,IDLE,open,
3.714,308.08,2212.54,1170.95,11.5,IDLE,open,
3.757,249.03,2219.21,1185.10,8.2,IDLE,open,
3.808,273.36,2234.33,1177.84,5.4,IDLE,open,
3.848,262.63,2258.00,1159.28,4.9,IDLE,open,
3.894,261.96,2272.46,1143.75,5.3,IDLE,open,
3.941,243.24,2269.04,1132.26,5.7,IDLE,open,
3.988,236.79,2283.72,1121.15,5.2,IDLE,open,
4.036,235.59,2288.81,1104.29,8.4,IDLE,open,
4.081,231.39,2291.05,1093.29,7.7,IDLE,open,
4.134,224.12,2300.00,1073.07,8.3,IDLE,open,
4.177,219.31,2319.36,1060.53,7.9,IDLE,open,
4.224,219.98,2366.03,1050.63,7.5,IDLE,open,
4.306,213.86,2371.00,1036.64,8.2,IDLE,open,
4.334,215.87,2369.68,1034.81,8.5,IDLE,open,
4.380,204.46,2350.91,1034.70,8.8,IDLE,open,
4.427,201.44,2339.19,1036.04,8.2,IDLE,open,
4.466,198.85,2327.06,1029.21,9.6,IDLE,open,
4.521,204.73,2304.55,1038.22,10.6,IDLE,open,
4.571,194.11,2294.51,1035.21,9.8,IDLE,open,
4.608,201.44,2280.08,1039.24,12.0,IDLE,open,
4.660,363.33,2406.61,1216.54,104.5,PULSE,open,
4.708,729.87,2680.87,1694.06,514.9,PULSE,open,
4.754,481.87,2768.21,1900.63,293.7,PULSE,open,
4.803,825.76,1848.95,1994.64,124.8,PULSE,open,
4.846,548.68,1308.56,1229.70,53.8,PULSE,open,
4.896,943.82,1408.54,1296.27,145.6,PULSE,open,
4.939,770.10,1740.98,1343.39,188.3,PULSE,open,
4.987,1057.80,1976.87,1509.86,228.2,PULSE,open,
5.033,1027.52,2056.55,1681.96,237.0,PULSE,open,
5.080,1144.30,1863.36,1882.44,206.4,PULSE,open,
5.131,1235.66,1421.89,1977.73,154.5,PULSE,open,
5.175,1146.22,1193.60,2105.32,118.4,PULSE,open,
5.225,1372.11,947.91,1436.35,80.9,PULSE,open,
5.269,1121.77,862.64,1105.81,53.0,PULSE,open,
5.315,1446.44,780.81,951.68,33.1,PULSE,open,
5.362,1084.03,768.34,763.79,15.7,REFRACTORY,open,
5.408,1418.40,771.34,727.39,5.9,REFRACTORY,open,
5.457,1073.43,764.07,705.73,11.0,REFRACTORY,open,
5.503,1368.66,732.28,684.96,17.2,REFRACTORY,open,
5.554,1095.67,688.86,677.36,20.5,REFRACTORY,open,
5.595,1256.08,608.58,668.98,23.9,REFRACTORY,open,
5.642,1195.72,579.76,669.86,25.5,REFRACTORY,open,
5.693,1172.14,555.08,651.84,24.1,REFRACTORY,open,
5.736,1340.91,609.43,693.01,23.6,REFRACTORY,open,
5.784,1107.46,637.05,710.19,24.4,REFRACTORY,open,
5.829,1392.98,675.45,741.24,23.3,REFRACTORY,open,
5.879,1062.39,683.59,757.85,23.6,REFRACTORY,open,
5.921,1428.09,659.30,770.46,28.3,REFRACTORY,open,
5.969,1089.68,714.60,737.65,36.3,REFRACTORY,open,
6.015,1444.66,731.87,765.41,48.6,REFRACTORY,open,
6.060,1183.52,735.74,806.32,60.7,REFRACTORY,open,
6.110,1451.80,792.98,862.21,73.2,REFRACTORY,open,
6.156,1337.74,785.09,925.67,84.3,REFRACTORY,open,
6.207,1407.62,764.75,969.80,87.9,REFRACTORY,open,
6.247,1533.88,845.26,1036.34,80.5,REFRACTORY,open,
6.295,1377.03,898.47,1084.39,74.4,REFRACTORY,open,
6.343,1638.14,1007.58,1144.93,69.9,REFRACTORY,open,
6.388,1336.03,1043.35,1178.03,59.9,REFRACTORY,open,
6.438,1677.11,1033.28,1209.79,48.3,REFRACTORY,open,
6.483,1326.23,1114.19,1200.55,39.5,REFRACTORY,open,
6.533,1661.29,1111.99,1128.11,27.3,REFRACTORY,open,
6.575,1315.28,1092.42,976.64,10.7,REFRACTORY,open,
6.623,1578.26,1209.73,1259.47,9.1,REFRACTORY,open,
6.669,1367.23,2639.91,1846.94,24.9,REFRACTORY,open,
6.716,1424.35,2583.44,1499.98,37.8,REFRACTORY,open,
6.765,1461.34,2265.66,1241.24,42.7,REFRACTORY,open,
6.811,1368.23,2431.60,1237.15,48.9,REFRACTORY,open,
6.862,1582.78,2739.94,1842.98,54.5,REFRACTORY,open,
6.902,1348.71,2931.85,1793.06,41.7,REFRACTORY,open,
6.952,1675.77,2779.13,1600.40,30.3,REFRACTORY,open,
6.996,1376.69,2602.58,1442.72,31.7,REFRACTORY,open,
7.043,1767.53,2412.47,1282.44,37.9,REFRACTORY,open,
7.092,1430.11,2220.73,1121.05,43.1,REFRACTORY,open,
7.153,1784.60,2056.21,987.86,40.4,REFRACTORY,open,
7.190,1477.80,1991.11,955.94,52.3,REFRACTORY,open,
7.231,1672.68,1953.30,930.11,62.7,REFRACTORY,open,
7.279,1593.98,1949.42,955.25,71.6,REFRACTORY,open,
7.325,1652.45,1985.88,1069.75,86.2,REFRACTORY,open,
7.371,1794.27,2056.58,1130.28,113.6,REFRACTORY,open,
7.420,1644.61,2089.04,1191.72,129.2,REFRACTORY,open,
7.466,1962.87,2112.74,1268.06,128.6,REFRACTORY,open,
7.517,1769.98,2142.76,1367.70,130.6,REFRACTORY,open,
7.559,2104.20,2191.56,1431.42,135.9,REFRACTORY,open,
7.606,1822.20,2160.37,1513.18,127.9,REFRACTORY,open,
7.654,2165.42,1890.34,1558.06,95.9,REFRACTORY,open,
7.699,1862.78,1661.22,1169.98,54.3,REFRACTORY,open,
7.751,2071.54,1581.17,743.08,20.0,REFRACTORY,open,
7.808,1800.92,1564.24,711.73,9.7,REFRACTORY,open,
7.847,2083.27,1556.46,682.92,23.2,REFRACTORY,open,
7.900,1856.62,1651.68,759.34,44.1,REFRACTORY,open,
7.938,2027.98,1736.74,840.84,55.5,REFRACTORY,open,
7.992,2001.75,2004.31,1040.63,70.8,REFRACTORY,open,
8.028,1958.33,2028.16,1105.40,75.2,REFRACTORY,open,
8.087,2132.72,2059.92,1144.03,73.0,REFRACTORY,open,
8.124,1983.94,2064.38,1146.89,77.4,REFRACTORY,open,
8.185,2306.67,2057.62,1169.17,104.0,REFRACTORY,open,
8.223,2076.14,2093.34,1199.55,111.9,REFRACTORY,open,
8.280,2437.59,2112.70,1225.59,119.7,REFRACTORY,open,
8.317,2192.63,2185.38,1255.48,126.6,REFRACTORY,open,
8.371,2537.55,2216.83,1313.01,126.9,REFRACTORY,open,
8.407,2363.42,2283.96,1366.46,128.7,REFRACTORY,open,
8.463,2612.77,2225.40,1418.23,122.4,REFRACTORY,open,
8.503,2539.54,2163.07,1536.11,117.3,REFRACTORY,open,
8.558,2636.94,2030.26,1643.14,99.2,REFRACTORY,open,
8.597,2700.20,1963.89,1630.30,87.7,REFRACTORY,open,
8.652,2583.70,1863.16,1528.62,57.3,REFRACTORY,open,
8.689,2796.43,1801.45,1307.84,41.2,REFRACTORY,open,
8.745,2369.90,1735.51,1061.49,24.4,REFRACTORY,open,
8.786,2288.39,1744.48,909.02,16.1,REFRACTORY,open,
8.835,2065.21,1743.75,819.38,9.4,REFRACTORY,open,
8.875,2084.50,1748.01,819.21,6.0,REFRACTORY,open,
8.935,2025.01,1729.11,787.66,6.6,REFRACTORY,open,
8.972,1950.61,1762.17,822.31,6.6,REFRACTORY,open,
9.023,1866.24,1829.21,864.52,8.1,REFRACTORY,open,
9.061,1747.18,1842.03,872.72,7.3,IDLE,open,
9.118,1665.73,1843.85,862.37,7.8,IDLE,open,
9.156,1572.88,1942.72,951.72,9.0,IDLE,open,
9.213,1546.43,2153.74,1110.62,13.8,IDLE,open,
9.250,1498.88,2234.42,1173.01,16.5,IDLE,open,
9.348,1468.61,2313.96,1169.91,14.3,IDLE,open,
9.399,1464.53,2230.84,1092.64,7.6,IDLE,open,
9.436,1479.28,2178.65,1005.12,3.9,IDLE,open,
9.494,1469.41,2067.33,908.23,5.5,IDLE,open,
9.537,1534.14,1968.38,805.77,10.9,IDLE,open,
9.591,1513.32,1822.31,714.05,17.3,IDLE,open,
9.630,1550.03,1718.20,629.33,22.1,IDLE,open,
9.678,1513.82,1626.71,581.01,23.9,IDLE,open,
9.715,1530.20,1565.75,572.49,24.2,IDLE,open,
9.763,1550.26,1554.11,638.07,28.3,IDLE,open,
9.810,1545.76,1600.77,652.87,31.4,IDLE,open,
9.866,1566.94,1928.05,790.33,33.0,IDLE,open,
9.903,1563.33,2149.78,946.91,37.0,IDLE,open,
9.960,1583.76,2412.63,1175.64,36.8,IDLE,open,
9.998,1576.73,2563.79,1235.11,34.9,IDLE,open,
10.053,1590.66,2558.12,1267.87,40.4,PULSE,open,
10.092,1546.22,2603.01,1317.10,34.4,PULSE,open,
10.140,1570.22,2874.81,1555.64,31.5,PULSE,open,
10.194,1504.54,3008.64,1701.03,30.4,PULSE,open,
10.251,1511.74,2899.37,1617.57,31.2,PULSE,open,
10.292,1450.34,2812.24,1543.86,30.3,PULSE,open,
10.334,1465.15,2723.76,1453.00,23.1,REFRACTORY,open,
10.374,1429.03,2642.90,1391.08,15.1,REFRACTORY,open,
10.425,1433.89,2538.83,1312.38,13.4,REFRACTORY,open,
10.473,1399.89,2441.91,1260.06,15.5,REFRACTORY,open,
10.512,1379.80,2342.67,1211.40,14.1,REFRACTORY,open,
10.570,1388.45,2246.79,1144.13,14.1,REFRACTORY,open,
10.609,1368.97,2168.80,1102.51,15.6,REFRACTORY,open,
10.661,1451.53,2092.51,1078.31,22.3,REFRACTORY,open,
10.702,1413.49,2064.31,1096.36,24.4,REFRACTORY,open,
10.755,1459.24,2041.89,1132.56,22.9,REFRACTORY,open,
10.796,1417.75,2040.23,1148.05,23.1,REFRACTORY,open,
10.849,1444.54,2045.57,1155.32,26.6,REFRACTORY,open,
10.900,1403.21,2043.79,1154.54,26.9,REFRACTORY,open,
10.935,1415.80,2057.21,1159.26,26.8,REFRACTORY,open,
10.990,1411.55,2051.05,1154.20,28.0,REFRACTORY,open,
11.037,1408.02,2055.27,1150.34,24.9,REFRACTORY,open,
11.084,1400.60,2063.95,1149.14,20.7,REFRACTORY,open,
11.130,1379.17,2058.32,1135.63,17.3,REFRACTORY,open,
11.178,1367.99,2065.15,1099.05,14.4,REFRACTORY,open,
11.230,1337.88,2074.80,1087.79,15.2,REFRACTORY,open,
11.265,1295.26,2074.03,1008.53,10.6,REFRACTORY,open,
11.321,1281.18,2090.54,1006.60,11.3,REFRACTORY,open,
11.368,1229.85,2101.16,996.62,10.6,REFRACTORY,open,
11.414,1156.15,2126.23,973.95,8.8,REFRACTORY,open,
11.454,1138.77,2130.18,957.96,8.7,REFRACTORY,open,
11.510,1053.07,2137.96,938.33,9.7,REFRACTORY,open,
11.548,1024.93,2184.69,934.74,8.6,REFRACTORY,open,
11.606,929.85,2254.29,916.31,6.1,REFRACTORY,open,
11.641,898.87,2282.57,931.78,6.3,REFRACTORY,open,
11.689,848.40,2295.22,931.01,6.8,REFRACTORY,open,
11.737,814.27,2347.01,932.85,8.2,REFRACTORY,open,
11.788,823.55,2417.61,975.91,6.5,REFRACTORY,open,
11.841,811.87,2412.48,984.15,8.0,REFRACTORY,open,
11.877,823.77,2412.12,1011.82,7.1,REFRACTORY,open,
11.936,796.72,2383.28,1009.95,6.9,REFRACTORY,open,
11.982,789.28,2364.07,1004.70,5.4,REFRACTORY,open,
12.021,746.80,2356.22,1006.77,5.1,IDLE,open,
12.073,745.23,2332.11,997.90,3.4,IDLE,open,
12.112,700.73,2317.91,992.13,3.2,IDLE,open,
12.166,688.72,2304.60,994.84,5.4,IDLE,open,
12.201,649.11,2288.50,985.31,4.9,IDLE,open,
12.262,602.11,2275.56,995.31,2.3,IDLE,open,
12.298,566.03,2257.64,989.67,3.2,IDLE,open,
12.352,499.01,2249.78,1019.64,3.7,IDLE,open,
12.401,447.92,2247.99,1013.00,6.0,IDLE,open,
12.449,381.34,2250.84,997.47,7.8,IDLE,open,
12.497,335.46,2252.17,986.52,7.3,IDLE,open,
12.546,284.41,2254.52,979.59,5.6,IDLE,open,
12.595,239.21,2273.77,967.70,7.9,IDLE,open,
12.643,203.40,2350.84,967.98,7.1,IDLE,open,
12.679,188.14,2354.63,964.56,7.9,IDLE,open,
12.730,174.17,2350.24,971.80,7.5,IDLE,open,
12.785,168.40,2351.56,961.52,6.2,IDLE,open,
12.824,163.87,2420.39,963.40,5.1,IDLE,open,
12.873,172.41,2430.77,968.45,4.0,IDLE,open,
12.907,172.63,2419.05,972.26,4.8,IDLE,open,
12.957,166.94,2444.85,985.56,4.2,IDLE,open,
13.003,165.50,2442.67,1007.15,2.8,IDLE,open,
13.050,164.50,2438.35,1079.80,2.6,IDLE,open,
13.095,170.56,2460.50,1156.04,2.1,IDLE,open,
13.143,165.11,2485.34,1219.82,2.9,IDLE,open,
13.194,169.01,2498.81,1217.51,5.0,IDLE,open,
13.239,169.52,2563.72,1339.36,6.3,IDLE,open,
13.282,168.28,2558.47,1330.00,6.3,IDLE,open,
13.329,171.93,2572.08,1322.37,7.1,IDLE,open,
13.376,163.98,2597.99,1374.19,7.5,IDLE,open,
13.422,194.25,2613.93,1365.15,7.1,IDLE,open,
13.471,167.01,2618.54,1363.04,7.4,IDLE,open,
13.522,174.96,2623.99,1387.38,7.1,IDLE,open,
13.566,194.33,2659.18,1409.31,7.4,IDLE,open,
13.612,208.70,2664.96,1413.53,8.1,IDLE,open,
13.658,206.05,2661.82,1416.85,6.5,IDLE,open,
13.708,207.83,2662.54,1411.94,7.5,IDLE,open,
13.753,400.95,2830.62,1617.27,138.1,PULSE,open,
13.801,580.27,2678.09,1958.90,377.1,PULSE,open,
13.852,540.75,2677.16,2160.03,263.7,PULSE,open,
13.887,719.61,2269.41,2295.27,182.6,PULSE,open,
13.941,534.12,1148.81,1027.51,49.0,PULSE,open,
13.986,783.36,1434.71,1264.64,102.2,PULSE,open,
14.034,715.56,1633.33,1434.13,174.5,PULSE,open,
14.081,945.48,1859.69,1613.44,207.8,PULSE,open,
14.129,911.03,1894.30,1839.77,217.9,PULSE,open,
14.181,1019.49,1874.24,2069.87,198.5,PULSE,open,
14.218,1104.49,1638.99,2193.35,167.8,PULSE,open,
14.268,1060.56,1354.46,2186.38,131.6,PULSE,open,
14.373,1099.12,893.89,1091.55,56.5,PULSE,open,
14.426,1171.80,745.54,717.58,29.1,PULSE,open,
14.470,1087.57,745.67,548.96,11.3,REFRACTORY,open,
14.518,1224.80,643.43,538.39,9.6,REFRACTORY,open,
14.568,1055.91,591.73,549.96,21.9,REFRACTORY,open,
14.612,1279.41,619.91,533.03,27.0,REFRACTORY,open,
14.663,1085.23,630.47,541.41,29.7,REFRACTORY,open,
14.706,1288.39,692.61,569.27,31.9,REFRACTORY,open,
14.754,1111.61,797.73,600.73,32.1,REFRACTORY,open,
14.802,1270.27,826.24,622.56,34.1,REFRACTORY,open,
14.846,1159.64,784.75,629.36,32.3,REFRACTORY,open,
14.895,1235.13,761.23,650.69,33.6,REFRACTORY,open,
14.940,1189.17,740.15,682.86,36.6,REFRACTORY,open,
14.992,1216.10,773.24,714.58,43.4,REFRACTORY,open,
15.033,1255.72,781.26,791.32,52.4,REFRACTORY,open,
15.079,1177.56,718.09,781.25,64.8,REFRACTORY,open,
15.125,1400.05,747.00,816.17,81.5,REFRACTORY,open,
15.172,1226.05,822.10,876.39,97.9,REFRACTORY,open,
15.224,1492.64,910.74,942.74,107.3,REFRACTORY,open,
15.266,1306.23,1040.23,1004.03,111.2,REFRACTORY,open,
15.317,1578.66,1132.72,1082.60,106.5,REFRACTORY,open,
15.361,1387.16,1290.63,1165.43,98.3,REFRACTORY,open,
15.409,1582.29,1337.98,1218.74,91.2,REFRACTORY,open,
15.454,1475.96,1360.08,1264.40,77.0,REFRACTORY,open,
15.501,1572.36,1321.89,1295.07,62.7,REFRACTORY,open,
15.551,1523.71,1347.25,1230.24,40.0,REFRACTORY,open,
15.596,1483.55,1365.33,1173.67,18.3,REFRACTORY,open,
15.646,1558.36,1361.60,1165.82,10.3,REFRACTORY,open,
15.688,1497.96,1298.81,1149.46,30.3,REFRACTORY,open,
15.738,1619.21,2537.52,1748.06,39.7,REFRACTORY,open,
15.782,1503.72,2197.65,1470.98,50.5,REFRACTORY,open,
15.831,1673.22,1880.12,1161.92,60.4,REFRACTORY,open,
15.874,1538.66,1728.25,983.93,60.1,REFRACTORY,open,
15.926,1685.74,1629.81,876.90,53.4,REFRACTORY,open,
15.977,1555.04,2909.64,1779.04,30.4,REFRACTORY,open,
16.013,1593.94,2849.67,1596.03,11.5,REFRACTORY,open,
16.068,1587.09,2687.00,1444.05,16.3,REFRACTORY,open,
16.110,1565.14,2539.78,1319.89,19.6,REFRACTORY,open,
16.160,1620.04,2355.74,1133.38,13.8,REFRACTORY,open,
16.208,1518.40,2193.50,961.99,6.3,REFRACTORY,open,
16.253,1646.46,2086.02,836.57,4.8,REFRACTORY,open,
16.304,1462.91,1975.50,746.82,11.1,IDLE,open,
16.341,1707.32,1889.13,719.50,24.9,IDLE,open,
16.396,1467.40,1852.29,731.46,41.9,PULSE,open,
16.438,1719.62,1848.78,779.11,53.9,PULSE,open,
16.488,1545.26,1888.05,827.39,66.4,PULSE,open,
16.538,1781.64,2001.98,877.67,77.2,PULSE,open,
16.581,1630.33,2102.40,923.22,81.1,PULSE,open,
16.632,1794.60,2201.52,1007.58,74.4,PULSE,open,
16.669,1768.41,2237.76,1075.94,64.7,PULSE,open,
16.724,1783.08,2227.98,1132.91,57.8,PULSE,open,
16.769,1888.76,2246.92,1169.58,62.2,PULSE,open,
16.815,1751.87,2254.11,1223.92,67.0,PULSE,open,
16.864,1961.60,2258.58,1281.97,65.5,PULSE,open,
16.908,1762.02,2288.95,1310.65,58.8,PULSE,open,
16.957,2031.26,2308.79,1401.44,48.2,PULSE,open,
17.002,1788.43,2331.86,1429.41,31.9,PULSE,open,
17.050,1976.57,2528.71,1386.93,11.7,REFRACTORY,open,open
17.093,1818.59,2451.75,1368.82,22.2,REFRACTORY,open,
17.142,1966.20,2417.38,1365.35,43.0,REFRACTORY,open,
17.191,1900.89,2365.81,1371.57,61.3,REFRACTORY,open,
17.235,1987.55,2321.98,1363.84,77.0,REFRACTORY,open,
17.287,2000.30,2286.57,1352.07,89.3,REFRACTORY,open,
17.340,2053.90,2256.14,1327.41,92.6,REFRACTORY,open,
17.380,2135.76,2272.59,1317.14,90.2,REFRACTORY,open,
17.420,1997.01,2277.18,1353.70,85.7,REFRACTORY,open,
17.471,2256.47,2145.65,1337.05,76.8,REFRACTORY,open,
17.519,2060.80,2085.67,1358.14,72.0,REFRACTORY,open,
17.563,2294.91,2052.08,1375.97,69.9,REFRACTORY,open,
17.615,2119.06,2001.34,1365.88,63.4,REFRACTORY,open,
17.653,2280.73,2010.72,1326.93,59.9,REFRACTORY,open,
17.707,2224.31,1960.69,1312.43,51.7,REFRACTORY,open,
17.748,2294.85,1882.16,1190.60,43.6,REFRACTORY,open,
17.797,2306.66,1820.45,1132.73,36.4,REFRACTORY,open,
17.845,2079.81,1776.66,1093.04,32.3,REFRACTORY,open,
17.889,1997.99,1718.44,1043.16,29.4,REFRACTORY,open,
17.941,1900.82,1672.31,979.22,26.5,REFRACTORY,open,
17.983,1922.36,1665.46,848.56,18.5,REFRACTORY,open,
18.032,1797.12,1665.87,788.03,12.9,REFRACTORY,open,
18.078,1824.16,1689.14,821.55,32.5,REFRACTORY,open,
18.124,1818.18,1829.10,987.11,166.1,REFRACTORY,open,
18.174,1653.43,1738.31,1018.88,88.3,REFRACTORY,open,
18.217,1609.22,1628.31,948.57,11.3,REFRACTORY,open,
18.268,1529.17,1630.30,951.63,29.9,REFRACTORY,open,
18.311,1482.67,1722.50,950.45,51.4,REFRACTORY,open,
18.360,1478.64,2017.55,1143.19,53.3,REFRACTORY,open,
18.403,1413.62,2009.21,1236.13,55.3,REFRACTORY,open,
18.450,1513.44,1995.70,1260.27,60.3,REFRACTORY,open,
18.501,1450.50,1971.07,1277.77,63.1,REFRACTORY,open,
18.546,1608.45,1878.06,1347.01,56.3,REFRACTORY,open,
18.595,1562.89,1828.27,1349.79,50.8,REFRACTORY,open,
18.637,1637.37,1814.29,1287.32,46.0,REFRACTORY,open,
18.687,1572.69,1751.98,1198.39,37.7,REFRACTORY,open,
18.732,1623.78,1714.40,1161.45,34.2,REFRACTORY,open,
18.795,1567.35,1615.18,1174.13,32.2,REFRACTORY,open,
18.837,1639.63,1591.62,1105.06,32.2,REFRACTORY,open,
18.875,1585.42,1594.79,1079.95,30.1,REFRACTORY,open,
18.924,1610.10,1557.42,1050.38,34.7,REFRACTORY,open,
18.967,1613.43,1562.29,1041.87,35.4,REFRACTORY,open,
19.014,1555.14,1531.39,1080.25,33.7,REFRACTORY,open,
19.059,1628.58,1487.44,1078.50,32.2,REFRACTORY,open,
19.123,1549.73,1937.69,1056.68,31.6,REFRACTORY,open,
19.183,1487.31,2145.51,1046.38,28.3,REFRACTORY,open,
19.221,1478.90,2239.00,1011.49,28.8,REFRACTORY,open,
19.277,1449.14,2212.21,963.91,28.4,REFRACTORY,open,
19.378,1350.52,2077.70,850.48,28.8,REFRACTORY,open,
19.417,1337.78,1958.86,861.84,30.7,REFRACTORY,open,
19.454,1410.13,1786.81,776.13,28.3,REFRACTORY,open,
19.500,1235.77,1731.18,736.26,30.8,REFRACTORY,open,
19.543,1347.69,1728.87,729.61,30.3,REFRACTORY,open,
19.593,1222.31,1693.86,701.29,26.8,REFRACTORY,open,
19.638,1326.04,1763.37,660.58,22.9,REFRACTORY,open,
19.688,1268.74,1738.85,639.56,24.7,REFRACTORY,open,
19.732,1307.35,1731.04,631.51,23.3,REFRACTORY,open,
19.798,1226.37,1539.55,647.14,24.0,REFRACTORY,open,
19.835,1292.68,1703.14,641.16,26.6,REFRACTORY,open,
19.880,1267.07,1583.01,676.51,27.9,REFRACTORY,open,
19.925,1196.23,1521.15,716.11,24.5,REFRACTORY,open,
19.980,1220.47,1591.89,761.61,26.6,REFRACTORY,open,
20.022,1168.30,1489.53,819.40,27.0,REFRACTORY,open,
20.074,1261.86,2179.37,1141.05,28.4,REFRACTORY,open,
20.108,1168.20,2192.28,1064.08,30.1,REFRACTORY,open,
20.166,1273.45,2020.65,977.26,30.3,REFRACTORY,open,
20.202,1193.29,1969.74,1041.79,28.0,REFRACTORY,open,
20.259,1291.05,2285.32,1158.00,31.4,REFRACTORY,open,
20.296,1297.61,2516.65,1223.10,31.4,REFRACTORY,open,
20.355,1353.96,2491.60,1187.22,28.1,REFRACTORY,open,
20.395,1329.79,2477.77,1180.43,25.0,REFRACTORY,open,
20.450,1317.63,2452.68,1164.27,21.7,REFRACTORY,open,
20.486,1312.91,2434.48,1142.48,20.6,REFRACTORY,open,
20.544,1116.37,2410.52,1052.28,14.1,REFRACTORY,open,
20.595,1096.37,2400.55,991.70,11.3,REFRACTORY,open,
20.631,942.46,2386.89,958.63,10.0,REFRACTORY,open,
20.686,1034.03,2376.49,940.87,8.2,REFRACTORY,open,
20.736,888.85,2372.56,931.59,8.8,IDLE,open,
20.785,1003.49,2369.37,930.06,10.2,IDLE,open,
20.823,850.47,2372.22,921.74,9.7,IDLE,open,
20.877,948.31,2367.41,918.40,7.8,IDLE,open,
20.925,776.73,2363.83,918.59,6.3,IDLE,open,
20.973,897.19,2356.91,906.15,7.8,IDLE,open,
21.009,832.16,2357.02,913.03,6.8,IDLE,open,
21.058,1081.47,2603.92,1202.27,188.3,PULSE,open,
21.094,1492.50,3022.84,1658.71,573.9,PULSE,open,
21.148,1272.83,3187.72,1986.22,406.4,PULSE,open,
21.202,1751.35,3365.37,2287.67,307.2,PULSE,open,
21.244,1366.89,2161.01,2390.90,194.4,PULSE,open,
21.284,1751.67,1547.21,1731.93,81.0,PULSE,open,
21.328,1443.57,1558.87,1757.01,60.6,PULSE,open,
21.386,1841.16,1685.36,1891.20,172.2,PULSE,open,
21.425,1708.81,1828.35,1818.48,239.6,PULSE,open,
21.479,1948.52,2041.22,2152.39,279.9,PULSE,open,
21.522,1998.97,2313.33,2158.25,284.8,PULSE,open,
21.562,1872.27,2530.66,2245.93,262.0,PULSE,open,
