t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
11.813,1593.30,1094.08,1503.35,29.9,PULSE,open,
11.860,1602.86,1043.86,1499.70,24.9,PULSE,open,
11.906,1698.52,836.22,1361.72,19.8,REFRACTORY,close,close
11.955,1521.62,742.01,1289.49,11.9,REFRACTORY,close,
11.999,1763.56,588.77,1222.95,11.0,REFRACTORY,close,
12.050,1472.72,492.47,1213.60,16.1,REFRACTORY,close,
12.093,1788.68,492.43,1234.29,24.8,REFRACTORY,close,
12.140,1522.93,577.10,1249.12,32.5,REFRACTORY,close,
12.188,1792.31,631.60,1282.62,43.6,REFRACTORY,close,
12.234,1601.44,809.61,1418.68,52.6,REFRACTORY,close,
12.284,1777.55,1276.58,1824.53,62.3,REFRACTORY,close,
12.328,1716.45,2841.74,2193.67,66.5,REFRACTORY,close,
12.377,1813.83,2478.33,1834.66,69.4,REFRACTORY,close,
12.421,1843.10,2217.17,1590.88,72.8,REFRACTORY,close,
12.467,1755.05,2147.28,1535.53,72.6,REFRACTORY,close,
12.515,1991.28,2104.75,1471.93,75.4,REFRACTORY,close,
12.561,1757.82,2149.13,1510.65,74.5,REFRACTORY,close,
12.611,2073.25,2838.47,2491.71,74.2,REFRACTORY,close,
12.655,1800.36,3947.59,2660.98,76.5,REFRACTORY,close,
12.706,2124.40,4012.35,2490.94,75.2,REFRACTORY,close,
12.749,1883.20,3969.97,2310.58,74.5,REFRACTORY,close,
12.797,2110.99,3919.30,2050.02,69.5,REFRACTORY,close,
12.843,1992.02,3807.48,1813.46,65.5,REFRACTORY,close,
12.890,2102.60,3535.73,1552.75,58.4,REFRACTORY,close,
12.939,2099.32,3396.67,1422.08,54.7,REFRACTORY,close,
12.982,2079.95,3307.53,1344.93,57.3,REFRACTORY,close,
13.033,2202.53,3251.02,1301.50,60.4,REFRACTORY,close,
13.076,2012.75,3214.40,1280.54,60.2,REFRACTORY,close,
13.129,2284.89,3114.63,1203.91,51.5,REFRACTORY,close,
13.171,2023.42,3086.31,1190.54,49.9,REFRACTORY,close,
13.216,2309.72,2973.36,1080.22,44.3,REFRACTORY,close,
13.279,2074.83,2858.38,978.80,34.9,REFRACTORY,close,
13.326,2346.80,2732.80,865.88,30.2,REFRACTORY,close,
13.376,2045.63,2564.72,702.05,14.0,REFRACTORY,close,
13.421,2332.75,2539.26,680.34,15.6,REFRACTORY,close,
13.472,2109.25,2545.05,699.27,38.4,REFRACTORY,close,
13.513,2363.21,2572.22,735.70,57.3,REFRACTORY,close,
13.579,2161.66,2614.81,789.87,73.3,REFRACTORY,close,
13.607,2386.72,2654.64,841.57,77.1,REFRACTORY,close,
13.653,2367.14,2682.68,861.75,75.5,REFRACTORY,close,
13.705,2398.90,2724.81,910.87,75.3,REFRACTORY,close,
13.749,2486.82,2762.18,949.97,73.9,REFRACTORY,close,
13.799,2384.32,2798.87,988.86,71.8,REFRACTORY,close,
13.843,2600.44,2832.52,1044.66,72.3,REFRACTORY,close,
13.888,2374.49,2877.40,1079.99,78.1,REFRACTORY,close,
13.935,2683.06,2931.74,1163.02,78.6,REFRACTORY,close,
13.982,2450.53,2989.34,1239.97,79.3,REFRACTORY,close,
14.043,2739.92,3127.42,1385.96,79.0,REFRACTORY,close,
14.106,2596.60,3276.27,1602.65,76.4,REFRACTORY,close,
14.154,2786.32,3426.63,1806.40,83.6,REFRACTORY,close,
14.186,2595.36,3524.46,1944.01,88.6,REFRACTORY,close,
14.250,2875.14,3735.28,2191.00,89.5,REFRACTORY,close,
14.279,2730.27,3786.09,2234.11,88.4,REFRACTORY,close,
14.325,2905.66,3854.42,2221.66,86.3,REFRACTORY,close,
14.372,2876.50,3887.12,2193.68,81.4,REFRACTORY,close,
14.419,2580.04,3891.27,2104.99,77.3,REFRACTORY,close,
14.469,2505.37,3791.38,2010.19,74.4,REFRACTORY,close,
14.528,2395.50,3665.80,1891.91,71.2,REFRACTORY,close,
14.579,2376.94,3561.76,1809.47,67.9,REFRACTORY,close,
14.622,2397.62,3465.21,1692.72,64.8,REFRACTORY,close,
14.726,2340.14,3332.52,1604.48,64.7,REFRACTORY,close,
14.785,2243.99,3260.36,1546.03,66.2,REFRACTORY,close,
14.826,2175.42,3199.70,1482.87,66.5,REFRACTORY,close,
14.873,2091.17,3125.31,1413.84,63.8,REFRACTORY,close,
14.935,2018.02,3049.04,1374.48,59.6,REFRACTORY,close,
15.000,1987.46,2993.64,1292.78,56.9,REFRACTORY,close,
15.029,1970.58,2922.63,1233.06,54.5,REFRACTORY,close,
15.089,1964.01,2812.07,1132.48,49.8,REFRACTORY,close,
15.136,1964.91,2766.02,1099.25,48.1,REFRACTORY,close,
15.183,1964.27,2678.41,1008.26,43.6,REFRACTORY,close,
15.217,1966.59,2615.26,937.48,41.7,REFRACTORY,close,
15.276,1964.49,2516.32,851.35,36.4,REFRACTORY,close,
15.325,1961.89,2455.88,795.04,33.5,REFRACTORY,close,
15.370,1959.25,2423.80,771.58,28.9,REFRACTORY,close,
15.415,1951.33,2498.72,884.36,24.4,REFRACTORY,close,
15.463,1937.49,2704.83,1186.35,23.1,REFRACTORY,close,
15.510,1942.61,2877.75,1451.98,20.1,REFRACTORY,close,
15.561,1927.77,2880.70,1482.57,16.3,REFRACTORY,close,
15.605,1925.91,2849.40,1450.01,12.6,REFRACTORY,close,
15.653,1912.46,2831.03,1432.98,11.2,REFRACTORY,close,
15.698,1875.10,2803.54,1412.21,9.3,REFRACTORY,close,
15.743,1841.25,2787.94,1410.20,7.4,REFRACTORY,close,
15.793,1854.50,2786.92,1400.52,8.7,REFRACTORY,close,
15.839,1822.12,2839.44,1493.66,7.2,REFRACTORY,close,
15.875,1821.72,2835.58,1486.31,8.3,REFRACTORY,close,
15.933,1810.63,2839.72,1482.97,9.6,REFRACTORY,close,
15.982,1816.05,2836.86,1477.09,10.1,REFRACTORY,close,
16.025,1820.25,2846.64,1476.39,12.0,REFRACTORY,close,
16.072,1816.48,2859.42,1480.43,13.0,REFRACTORY,close,
16.119,1819.67,2913.70,1471.23,12.9,REFRACTORY,close,
16.167,1810.72,3010.36,1464.86,14.2,REFRACTORY,close,
16.217,1805.97,3016.71,1443.74,14.4,REFRACTORY,close,
16.260,1791.38,3014.92,1420.19,12.7,REFRACTORY,close,
16.311,1772.99,2997.84,1398.71,14.2,REFRACTORY,close,
16.352,1741.71,2976.33,1387.04,10.5,REFRACTORY,close,
16.399,1728.59,2958.97,1360.81,10.3,REFRACTORY,close,
16.446,1696.22,2947.34,1356.56,9.3,REFRACTORY,close,
16.494,1652.66,2929.80,1354.80,8.0,REFRACTORY,close,
16.544,1608.06,2915.39,1355.01,7.1,REFRACTORY,close,
16.588,1581.14,2911.85,1353.52,7.0,REFRACTORY,close,
16.638,1544.89,2909.38,1345.45,6.0,REFRACTORY,close,
16.682,1516.33,2897.50,1327.65,6.0,REFRACTORY,close,
16.727,1487.34,2936.46,1302.10,9.2,REFRACTORY,close,
16.774,1455.63,2937.83,1284.32,10.7,REFRACTORY,close,
16.821,1437.06,2942.91,1262.24,9.5,REFRACTORY,close,
16.870,1404.13,2951.49,1238.62,8.5,REFRACTORY,close,
16.915,1369.59,2951.66,1205.27,6.5,REFRACTORY,close,
16.966,1363.28,2963.68,1161.61,6.4,REFRACTORY,close,
17.008,1340.33,2974.76,1141.14,7.2,REFRACTORY,close,
17.055,1318.74,2989.23,1103.33,8.9,REFRACTORY,close,
17.102,1300.96,3002.00,1068.56,10.5,REFRACTORY,close,
17.149,1282.43,3018.62,1039.95,11.7,REFRACTORY,close,
17.186,1269.80,3035.75,1017.85,13.9,REFRACTORY,close,
17.244,1247.72,3067.56,997.05,12.9,REFRACTORY,close,
17.294,1242.68,3084.72,978.83,12.4,REFRACTORY,close,
17.338,1231.93,3123.29,961.04,13.4,REFRACTORY,close,
17.384,1226.46,3158.67,952.02,14.9,REFRACTORY,close,
17.431,1230.22,3176.83,949.03,15.6,REFRACTORY,close,
17.470,1235.76,3189.90,945.94,16.1,REFRACTORY,close,
17.529,1220.39,3177.13,942.94,16.2,REFRACTORY,close,
17.573,1212.49,3181.32,959.93,19.4,REFRACTORY,close,
17.611,1190.38,3183.97,964.78,21.0,REFRACTORY,close,
17.667,1167.92,3193.92,989.02,21.2,REFRACTORY,close,
17.713,1143.66,3205.80,1003.06,23.7,REFRACTORY,close,
17.748,1123.95,3206.55,1014.39,23.0,REFRACTORY,close,
17.809,1103.52,3211.34,1027.58,25.5,REFRACTORY,close,
17.858,1080.18,3209.49,1042.04,28.1,REFRACTORY,close,
17.901,1065.92,3206.37,1047.19,28.1,REFRACTORY,close,
17.951,1045.29,3205.88,1051.64,32.2,REFRACTORY,close,
17.995,1029.55,3203.81,1064.52,34.1,REFRACTORY,close,
18.041,1007.07,3200.22,1072.13,35.4,REFRACTORY,close,
18.088,995.82,3197.60,1080.28,37.4,REFRACTORY,close,
18.133,978.52,3198.18,1089.34,39.2,REFRACTORY,close,
18.182,967.94,3199.70,1105.10,44.2,REFRACTORY,close,
18.226,951.58,3192.03,1119.19,43.6,REFRACTORY,close,
18.277,920.93,3157.50,1128.34,41.1,REFRACTORY,close,
18.321,912.07,3154.38,1145.83,39.4,REFRACTORY,close,
18.365,867.42,3060.00,1069.02,34.9,REFRACTORY,close,
18.412,860.37,3074.55,1090.05,34.5,REFRACTORY,close,
18.460,828.00,3026.67,1055.28,31.1,REFRACTORY,close,
18.509,814.44,2998.52,1027.54,29.6,REFRACTORY,close,
18.552,783.86,2957.26,989.88,25.8,REFRACTORY,close,
18.605,771.58,2924.23,951.16,22.8,REFRACTORY,close,
18.649,742.43,2913.85,936.09,20.4,REFRACTORY,close,
18.695,721.41,2886.98,908.88,18.6,REFRACTORY,close,
18.742,708.54,2872.95,894.32,17.5,REFRACTORY,close,
18.789,672.04,2845.93,877.43,15.1,REFRACTORY,close,
18.839,657.23,2826.25,858.03,12.4,REFRACTORY,close,
18.883,621.04,2823.20,853.95,11.4,IDLE,close,
18.934,606.62,2818.83,847.26,10.8,IDLE,close,
18.975,573.30,2816.30,835.21,10.0,IDLE,close,
19.022,525.82,2796.48,828.81,8.5,IDLE,close,
19.068,518.49,2794.11,816.65,8.5,IDLE,close,
19.116,491.40,2785.48,806.05,10.1,IDLE,close,
19.165,441.21,2768.63,805.57,6.3,IDLE,close,
19.202,443.45,2764.76,809.77,7.1,IDLE,close,
19.262,417.41,2763.18,804.88,9.9,IDLE,close,
19.302,413.92,2764.45,803.95,10.3,IDLE,close,
19.347,394.08,2764.93,805.81,10.8,IDLE,close,
19.395,387.73,2774.17,808.12,10.6,IDLE,close,
19.442,380.11,2782.13,811.96,12.0,IDLE,close,
19.483,363.51,2794.25,813.19,12.3,IDLE,close,
19.536,381.96,2803.59,819.81,12.6,IDLE,close,
19.586,358.66,2824.18,853.31,14.3,IDLE,close,
19.623,375.42,2811.70,847.63,14.0,IDLE,close,
19.675,372.44,2826.35,869.79,16.3,IDLE,close,
19.754,381.11,2850.82,885.50,18.3,IDLE,close,
19.780,381.94,2868.81,912.37,18.1,IDLE,close,
19.818,387.08,2893.31,941.31,16.9,IDLE,close,
19.864,385.12,2892.83,944.54,14.4,IDLE,close,
19.915,387.77,2922.35,990.59,11.9,IDLE,close,
19.951,398.27,2946.76,1015.54,12.7,IDLE,close,
20.005,385.90,2963.84,1042.01,14.3,IDLE,close,
20.052,399.85,2993.57,1076.20,14.6,IDLE,close,
20.100,387.41,3016.15,1097.51,15.2,IDLE,close,
20.146,391.39,3074.51,1094.47,14.0,IDLE,close,
20.193,390.97,3076.78,1073.37,12.9,IDLE,close,
20.244,376.53,3057.40,1048.15,10.1,IDLE,close,
20.289,370.20,3063.18,1028.35,7.3,IDLE,close,
20.332,357.21,3072.27,1001.49,8.3,IDLE,close,
20.379,356.24,3080.97,980.94,7.7,IDLE,close,
20.426,352.52,3100.28,971.53,7.5,IDLE,close,
20.472,359.59,3109.01,957.21,8.2,IDLE,close,
20.520,338.30,3134.47,946.01,8.6,IDLE,close,
20.569,346.14,3137.50,939.21,8.1,IDLE,close,
20.616,322.84,3100.46,932.66,5.0,IDLE,close,
20.659,325.14,3084.24,940.46,3.8,IDLE,close,
20.707,327.41,3070.72,944.05,2.6,IDLE,close,
20.752,343.73,3058.61,953.59,2.7,IDLE,close,
20.799,319.73,3051.31,964.54,3.4,IDLE,close,
20.846,326.24,3048.58,966.05,4.6,IDLE,close,
20.895,336.79,3046.07,959.18,6.5,IDLE,close,
20.942,323.11,3037.08,958.35,7.6,IDLE,close,
20.984,338.84,3053.53,959.90,8.9,IDLE,close,
21.030,349.75,3052.27,952.15,10.5,IDLE,close,
21.077,383.56,3057.24,948.33,12.3,IDLE,close,
21.124,389.76,3052.30,953.90,12.3,IDLE,close,
21.171,400.86,3061.11,950.61,12.4,IDLE,close,
21.221,405.90,3089.51,955.30,13.2,IDLE,close,
21.271,399.86,3093.30,946.04,12.8,IDLE,close,
21.313,403.40,3106.28,943.02,13.0,IDLE,close,
21.359,406.98,3112.84,960.98,12.2,IDLE,close,
21.405,413.83,3135.56,964.36,13.5,IDLE,close,
21.452,405.22,3140.65,963.67,10.7,IDLE,close,
21.499,406.21,3133.28,963.02,9.9,IDLE,close,
