t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
14.732,735.28,2639.56,2084.32,44.1,REFRACTORY,open,
14.782,1077.97,2749.53,1415.58,205.7,REFRACTORY,open,
14.824,1239.47,3009.94,2506.38,444.0,REFRACTORY,open,
14.875,1211.52,3110.06,3158.29,289.3,REFRACTORY,open,
14.924,1430.98,2436.08,2576.78,176.8,REFRACTORY,open,
14.964,1114.83,1517.89,1851.64,92.4,REFRACTORY,open,
15.020,1470.10,1366.54,2099.06,42.4,REFRACTORY,open,
15.059,1203.43,1376.17,1613.46,104.4,REFRACTORY,open,
15.109,1586.20,1481.80,1738.51,151.7,REFRACTORY,open,
15.156,1375.29,1572.64,1935.32,193.3,REFRACTORY,open,
15.202,1689.37,1712.54,2274.37,201.0,REFRACTORY,open,
15.252,1461.35,1777.16,2707.33,165.6,REFRACTORY,open,
15.291,1659.50,1757.48,1552.87,116.7,REFRACTORY,open,
15.347,1679.49,1546.41,887.64,83.4,REFRACTORY,open,
15.387,1606.25,1304.08,932.10,51.9,REFRACTORY,open,
15.435,1635.23,1329.32,1234.08,26.3,REFRACTORY,open,
15.482,1509.72,1302.06,1226.35,5.9,REFRACTORY,open,
15.529,1676.83,1197.08,1729.28,16.4,REFRACTORY,open,
15.580,1424.00,1103.61,2127.66,29.7,REFRACTORY,open,
15.637,1676.01,1051.63,2646.59,35.2,REFRACTORY,open,
15.680,1432.72,1028.96,2674.32,33.8,REFRACTORY,open,
15.721,1657.47,1022.55,2617.90,30.5,REFRACTORY,open,
15.765,1421.42,1011.98,2619.01,27.1,REFRACTORY,open,
15.814,1598.36,1007.65,2668.34,26.5,REFRACTORY,open,
15.870,1338.75,1041.41,2534.98,13.5,REFRACTORY,open,
15.910,1577.73,1061.03,2558.48,10.9,REFRACTORY,open,
15.948,1500.46,1159.03,2627.38,8.7,REFRACTORY,open,
16.000,1414.83,1324.89,2675.02,7.0,REFRACTORY,open,
16.041,1590.53,1303.41,2765.70,9.5,REFRACTORY,open,
16.090,1302.71,1324.91,2868.18,16.5,REFRACTORY,open,
16.137,1578.11,1306.89,2746.98,26.2,REFRACTORY,open,
16.184,1276.14,1214.46,2298.61,39.3,REFRACTORY,open,
16.233,1612.91,1210.93,1979.10,49.8,REFRACTORY,open,
16.276,1339.75,1216.24,1708.44,61.8,REFRACTORY,open,
16.328,1619.56,1216.54,1631.29,66.5,REFRACTORY,open,
16.373,1437.86,1225.97,1594.82,67.6,REFRACTORY,open,
16.418,1611.93,1239.17,1554.10,65.6,REFRACTORY,open,
16.466,1579.09,1268.31,1524.33,61.8,REFRACTORY,open,
16.512,1603.95,1276.54,1501.80,56.6,REFRACTORY,open,
16.560,1622.65,1281.86,1521.80,51.5,REFRACTORY,open,
16.605,1358.23,1319.48,1578.64,45.6,REFRACTORY,open,
16.657,1436.02,1347.69,1739.32,37.3,REFRACTORY,open,
16.700,1240.85,1320.24,1884.28,32.0,REFRACTORY,open,
16.745,1347.58,2632.78,2071.44,29.2,REFRACTORY,open,
16.793,1160.74,2652.94,2231.88,24.5,REFRACTORY,open,
16.839,1227.53,2274.35,2396.07,20.4,REFRACTORY,open,
16.888,1108.67,1925.23,2539.67,15.8,REFRACTORY,open,
16.934,1074.72,1690.37,2682.13,8.2,REFRACTORY,open,
16.984,1056.18,1717.09,2780.38,17.2,REFRACTORY,open,
17.026,996.96,2796.95,2802.86,20.3,REFRACTORY,open,
17.072,1110.71,3085.45,2822.10,15.3,REFRACTORY,open,
17.121,981.76,2991.92,2852.07,6.9,IDLE,open,
17.167,1115.09,2817.41,2863.78,17.6,IDLE,open,
17.215,934.81,2661.08,2871.03,19.1,IDLE,open,
17.259,1139.84,2494.37,2867.11,22.5,IDLE,open,
17.311,987.27,2383.43,2880.30,21.8,IDLE,open,
17.356,1137.39,2272.91,2771.79,25.2,IDLE,open,
17.401,1043.21,2180.90,2630.61,29.0,IDLE,open,
17.447,1091.22,2106.95,2343.46,34.9,IDLE,open,
17.494,1091.37,2122.28,2100.30,43.2,PULSE,open,
17.542,1057.19,2126.27,1790.72,52.4,PULSE,open,
17.587,1131.63,2124.89,1546.63,62.7,PULSE,open,
17.638,1032.58,2115.47,1500.57,60.6,PULSE,open,
17.683,1175.58,2107.69,1365.77,69.2,PULSE,open,
17.730,987.98,2114.24,1343.56,68.9,PULSE,open,
17.778,1211.24,2108.87,1368.22,60.8,PULSE,open,
17.823,991.31,2110.25,1420.62,52.6,PULSE,open,
17.872,1210.83,2101.65,1531.75,42.6,PULSE,open,
17.917,1032.14,2108.69,1709.58,28.1,PULSE,open,
17.967,1168.36,2122.02,1962.54,17.8,REFRACTORY,open,
18.013,1137.42,2164.07,2198.62,7.1,REFRACTORY,open,
18.056,1195.20,2243.47,2414.19,6.8,REFRACTORY,open,
18.102,1292.81,2402.97,2587.22,7.4,REFRACTORY,open,
18.160,1292.90,2668.12,2902.66,6.7,REFRACTORY,open,
18.215,1244.68,2663.73,3102.11,5.8,REFRACTORY,open,
18.256,1254.40,2642.26,3154.32,7.7,REFRACTORY,open,
18.311,1223.57,2464.41,3042.32,22.0,REFRACTORY,open,
18.350,1193.46,2361.44,2715.27,31.7,REFRACTORY,open,
18.388,1324.43,2274.31,2394.39,41.7,REFRACTORY,open,
18.443,1165.73,2227.60,2172.23,50.1,REFRACTORY,open,
18.482,1315.61,2202.89,2067.11,52.6,REFRACTORY,open,
18.539,1185.37,2159.10,1901.93,57.9,REFRACTORY,open,
18.579,1318.71,2144.52,1812.82,58.8,REFRACTORY,open,
18.619,1311.29,2128.06,1659.78,63.9,REFRACTORY,open,
18.711,1433.30,2123.68,1437.18,71.8,REFRACTORY,open,
18.769,1295.63,2129.70,1337.44,72.6,REFRACTORY,open,
18.809,1479.42,2137.65,1330.48,70.7,REFRACTORY,open,
18.864,1134.62,2150.16,1426.39,71.5,REFRACTORY,open,
18.918,1095.99,2177.24,1481.53,73.1,REFRACTORY,open,
18.958,1000.34,2226.01,1435.31,76.9,REFRACTORY,open,
19.012,1022.79,2261.14,1389.53,82.3,REFRACTORY,open,
19.054,1040.50,2281.47,1378.47,84.2,REFRACTORY,open,
19.091,1031.78,2295.98,1386.28,84.2,REFRACTORY,open,
19.143,1024.69,2397.52,1412.75,83.6,REFRACTORY,open,
19.181,969.24,2457.23,1413.03,85.0,REFRACTORY,open,
19.239,902.77,2554.97,1431.17,81.9,REFRACTORY,open,
19.276,843.47,2570.01,1430.79,81.1,REFRACTORY,open,
19.328,813.05,2652.50,1448.23,79.4,REFRACTORY,open,
19.370,797.75,2707.95,1461.99,74.8,REFRACTORY,open,
19.422,801.27,2807.08,1519.72,70.2,REFRACTORY,open,
19.468,793.82,2745.59,1615.93,65.7,REFRACTORY,open,
19.515,836.21,2655.58,1659.02,60.3,REFRACTORY,open,
19.563,873.58,2612.55,1670.05,60.8,REFRACTORY,open,
19.615,862.79,2548.78,1687.00,59.6,REFRACTORY,open,
19.652,864.54,2456.58,1710.24,54.6,REFRACTORY,open,
19.705,865.10,2367.78,1777.08,50.2,REFRACTORY,open,
19.745,858.17,2317.06,1825.97,49.6,REFRACTORY,open,
19.794,861.87,2249.37,1886.10,46.7,REFRACTORY,open,
19.841,837.53,2200.78,1985.79,40.7,REFRACTORY,open,
19.890,858.01,2168.46,2051.01,38.3,REFRACTORY,open,
19.936,841.26,2151.79,2117.52,35.1,REFRACTORY,open,
19.982,872.87,2132.21,2183.13,35.3,REFRACTORY,open,
20.036,855.51,2139.39,2279.16,36.6,REFRACTORY,open,
20.073,897.49,2111.57,2298.39,34.1,REFRACTORY,open,
20.121,907.19,2111.65,2325.75,33.6,REFRACTORY,open,
20.169,867.11,2112.69,2371.99,30.8,REFRACTORY,open,
20.216,828.81,2123.10,2404.73,28.2,REFRACTORY,open,
20.263,717.67,2176.59,2422.93,24.5,REFRACTORY,open,
20.307,1054.13,2568.80,1630.92,183.6,REFRACTORY,open,
20.358,1051.02,3002.99,2439.33,393.2,REFRACTORY,open,
20.400,1120.60,3229.90,2817.33,213.8,REFRACTORY,open,
20.446,1269.15,3408.96,2992.30,234.0,REFRACTORY,open,
20.499,1047.57,2235.27,1680.12,33.3,REFRACTORY,open,
20.545,1284.30,2250.61,1835.60,29.8,REFRACTORY,open,
20.598,980.46,2240.24,1232.28,104.7,REFRACTORY,open,
20.636,1389.92,2267.50,1298.68,144.9,REFRACTORY,open,
20.685,1231.95,2426.39,1747.58,251.1,REFRACTORY,open,
20.729,1536.77,2622.38,2376.46,291.0,REFRACTORY,open,
20.775,1460.04,2791.26,3328.14,303.2,REFRACTORY,open,
20.821,1678.03,2927.49,4265.98,279.8,REFRACTORY,open,
20.877,1622.67,3002.47,2711.78,211.0,REFRACTORY,open,
20.918,1676.61,2609.72,1417.53,146.1,REFRACTORY,open,
20.965,1825.45,1969.25,1478.78,83.9,REFRACTORY,open,
21.013,1562.56,1761.46,1498.84,44.6,REFRACTORY,open,
21.058,1766.72,1716.95,2175.25,12.1,REFRACTORY,open,
21.103,1411.59,1653.40,2742.97,12.0,REFRACTORY,open,
21.152,1748.23,1546.27,3568.93,20.1,REFRACTORY,open,
21.199,1424.09,1424.53,3466.97,29.9,REFRACTORY,open,
21.254,1761.82,1352.08,3360.34,34.2,REFRACTORY,open,
21.291,1506.42,1333.78,3129.67,40.8,REFRACTORY,open,
21.341,1779.15,1287.28,2780.87,44.1,REFRACTORY,open,
21.398,1540.03,1193.89,2423.28,49.4,REFRACTORY,open,
21.436,1745.40,1212.80,2011.28,54.2,REFRACTORY,open,
21.490,1648.94,1199.59,1588.22,63.6,REFRACTORY,open,
21.529,1663.48,1195.94,1441.06,70.2,REFRACTORY,open,
21.582,1819.36,1195.03,1329.40,74.6,REFRACTORY,open,
21.621,1583.39,1174.80,1139.23,85.5,REFRACTORY,open,
21.677,1914.52,1241.38,1024.26,100.7,REFRACTORY,open,
21.717,1580.75,1166.03,1027.69,106.4,REFRACTORY,open,
21.773,1953.09,1235.42,1084.67,111.8,REFRACTORY,open,
21.812,1611.07,1265.45,1086.60,112.3,REFRACTORY,open,
21.863,1975.13,1284.97,1071.51,108.5,REFRACTORY,open,
21.902,1713.85,1259.98,1063.42,101.0,REFRACTORY,open,
21.958,1999.84,1246.45,1103.32,88.4,REFRACTORY,open,
